fuel,measured,year,data
Domači rjavi premog (1000 t),Sprememba zalog,2018,
Domači rjavi premog (1000 t),Transformacija,2018,
Domači rjavi premog (1000 t),Uvoz,2018,
Ekstra lahko kurilno olje (1000 t),Izvoz,2018,-95.341
Ekstra lahko kurilno olje (1000 t),Končna poraba - drugi porabniki,2018,71.459
Ekstra lahko kurilno olje (1000 t),Končna poraba - energetski sektor,2018,0.086
Ekstra lahko kurilno olje (1000 t),Končna poraba - gospodinjstva,2018,94.508
Ekstra lahko kurilno olje (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2018,
Ekstra lahko kurilno olje (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2018,17.111
Ekstra lahko kurilno olje (1000 t),Končna poraba - promet,2018,
Ekstra lahko kurilno olje (1000 t),"Končna poraba - promet, od tega železniški",2018,
Ekstra lahko kurilno olje (1000 t),Končna poraba - skupaj,2018,183.174
Ekstra lahko kurilno olje (1000 t),Kurilnost,2018,42600.000
Ekstra lahko kurilno olje (1000 t),Medn. pomorska skladišča,2018,
Ekstra lahko kurilno olje (1000 t),Neenergetska raba,2018,0.010
Ekstra lahko kurilno olje (1000 t),Oskrba - skupaj,2018,187.748
Ekstra lahko kurilno olje (1000 t),Proizvodnja,2018,
Ekstra lahko kurilno olje (1000 t),Sprememba zalog,2018,27.023
Ekstra lahko kurilno olje (1000 t),Transformacija,2018,4.574
Ekstra lahko kurilno olje (1000 t),Uvoz,2018,256.066
Koks (1000 t),Izvoz,2018,
Koks (1000 t),Končna poraba - drugi porabniki,2018,
Koks (1000 t),Končna poraba - energetski sektor,2018,
Koks (1000 t),Končna poraba - gospodinjstva,2018,
Koks (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2018,
Koks (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2018,24.119
Koks (1000 t),Končna poraba - promet,2018,
Koks (1000 t),"Končna poraba - promet, od tega železniški",2018,
Koks (1000 t),Končna poraba - skupaj,2018,30.453
Koks (1000 t),Kurilnost,2018,30124.000
Koks (1000 t),Medn. pomorska skladišča,2018,
Koks (1000 t),Neenergetska raba,2018,6.334
Koks (1000 t),Oskrba - skupaj,2018,30.453
Koks (1000 t),Proizvodnja,2018,
Koks (1000 t),Sprememba zalog,2018,0.469
Koks (1000 t),Transformacija,2018,
Koks (1000 t),Uvoz,2018,29.984
Kurilno olje (1000 t),Izvoz,2018,-231.953
Kurilno olje (1000 t),Končna poraba - drugi porabniki,2018,
Kurilno olje (1000 t),Končna poraba - energetski sektor,2018,
Kurilno olje (1000 t),Končna poraba - gospodinjstva,2018,
Kurilno olje (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2018,
Kurilno olje (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2018,0.205
Kurilno olje (1000 t),Končna poraba - promet,2018,
Kurilno olje (1000 t),"Končna poraba - promet, od tega železniški",2018,
Kurilno olje (1000 t),Končna poraba - skupaj,2018,0.205
Kurilno olje (1000 t),Kurilnost,2018,39700.000
Kurilno olje (1000 t),Medn. pomorska skladišča,2018,-209.815
Kurilno olje (1000 t),Neenergetska raba,2018,
Kurilno olje (1000 t),Oskrba - skupaj,2018,0.205
Kurilno olje (1000 t),Proizvodnja,2018,
Kurilno olje (1000 t),Sprememba zalog,2018,0.000
Kurilno olje (1000 t),Transformacija,2018,
Kurilno olje (1000 t),Uvoz,2018,441.973
Neosvinčen motorni bencin 95 (1000 t),Izvoz,2018,-194.485
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - drugi porabniki,2018,
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - energetski sektor,2018,
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - gospodinjstva,2018,
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2018,4.709
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2018,0.214
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - promet,2018,373.869
Neosvinčen motorni bencin 95 (1000 t),"Končna poraba - promet, od tega železniški",2018,
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - skupaj,2018,378.792
Neosvinčen motorni bencin 95 (1000 t),Kurilnost,2018,43850.000
Neosvinčen motorni bencin 95 (1000 t),Medn. pomorska skladišča,2018,
Neosvinčen motorni bencin 95 (1000 t),Neenergetska raba,2018,
Neosvinčen motorni bencin 95 (1000 t),Oskrba - skupaj,2018,378.792
Neosvinčen motorni bencin 95 (1000 t),Proizvodnja,2018,
Neosvinčen motorni bencin 95 (1000 t),Sprememba zalog,2018,9.821
Neosvinčen motorni bencin 95 (1000 t),Transformacija,2018,
Neosvinčen motorni bencin 95 (1000 t),Uvoz,2018,563.456
Neosvinčen motorni bencin 98 (1000 t),Izvoz,2018,-3.725
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - drugi porabniki,2018,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - energetski sektor,2018,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - gospodinjstva,2018,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2018,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2018,0.014
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - promet,2018,32.543
Neosvinčen motorni bencin 98 (1000 t),"Končna poraba - promet, od tega železniški",2018,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - skupaj,2018,32.557
Neosvinčen motorni bencin 98 (1000 t),Kurilnost,2018,43850.000
Neosvinčen motorni bencin 98 (1000 t),Medn. pomorska skladišča,2018,
Neosvinčen motorni bencin 98 (1000 t),Neenergetska raba,2018,
Neosvinčen motorni bencin 98 (1000 t),Oskrba - skupaj,2018,32.557
Neosvinčen motorni bencin 98 (1000 t),Proizvodnja,2018,
Neosvinčen motorni bencin 98 (1000 t),Sprememba zalog,2018,-0.061
Neosvinčen motorni bencin 98 (1000 t),Transformacija,2018,
Neosvinčen motorni bencin 98 (1000 t),Uvoz,2018,36.343
Petrolejski koks (1000 t),Izvoz,2018,-3.061
Petrolejski koks (1000 t),Končna poraba - drugi porabniki,2018,
Petrolejski koks (1000 t),Končna poraba - energetski sektor,2018,
Petrolejski koks (1000 t),Končna poraba - gospodinjstva,2018,
Petrolejski koks (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2018,
Petrolejski koks (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2018,37.675
Petrolejski koks (1000 t),Končna poraba - promet,2018,
Petrolejski koks (1000 t),"Končna poraba - promet, od tega železniški",2018,
Petrolejski koks (1000 t),Končna poraba - skupaj,2018,76.245
Petrolejski koks (1000 t),Kurilnost,2018,33781.000
Petrolejski koks (1000 t),Medn. pomorska skladišča,2018,
Petrolejski koks (1000 t),Neenergetska raba,2018,38.570
Petrolejski koks (1000 t),Oskrba - skupaj,2018,76.245
Petrolejski koks (1000 t),Proizvodnja,2018,
Petrolejski koks (1000 t),Sprememba zalog,2018,0.630
Petrolejski koks (1000 t),Transformacija,2018,
Petrolejski koks (1000 t),Uvoz,2018,78.676
Petrolejsko gorivo za reaktivne motorje (1000 t),Izvoz,2018,-202.515
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - drugi porabniki,2018,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - energetski sektor,2018,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - gospodinjstva,2018,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2018,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2018,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - promet,2018,34.183
Petrolejsko gorivo za reaktivne motorje (1000 t),"Končna poraba - promet, od tega železniški",2018,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - skupaj,2018,34.183
Petrolejsko gorivo za reaktivne motorje (1000 t),Kurilnost,2018,43540.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Medn. pomorska skladišča,2018,
Petrolejsko gorivo za reaktivne motorje (1000 t),Neenergetska raba,2018,
Petrolejsko gorivo za reaktivne motorje (1000 t),Oskrba - skupaj,2018,34.183
Petrolejsko gorivo za reaktivne motorje (1000 t),Proizvodnja,2018,
Petrolejsko gorivo za reaktivne motorje (1000 t),Sprememba zalog,2018,4.995
Petrolejsko gorivo za reaktivne motorje (1000 t),Transformacija,2018,
Petrolejsko gorivo za reaktivne motorje (1000 t),Uvoz,2018,231.703
Utekočinjen naftni plin (UNP)  (1000 t),Izvoz,2018,
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - drugi porabniki,2018,23.015
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - energetski sektor,2018,0.009
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - gospodinjstva,2018,25.807
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2018,
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2018,23.747
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - promet,2018,13.506
Utekočinjen naftni plin (UNP)  (1000 t),"Končna poraba - promet, od tega železniški",2018,
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - skupaj,2018,89.830
Utekočinjen naftni plin (UNP)  (1000 t),Kurilnost,2018,46050.000
Utekočinjen naftni plin (UNP)  (1000 t),Medn. pomorska skladišča,2018,
Utekočinjen naftni plin (UNP)  (1000 t),Neenergetska raba,2018,3.746
Utekočinjen naftni plin (UNP)  (1000 t),Oskrba - skupaj,2018,93.258
Utekočinjen naftni plin (UNP)  (1000 t),Proizvodnja,2018,
Utekočinjen naftni plin (UNP)  (1000 t),Sprememba zalog,2018,-0.933
Utekočinjen naftni plin (UNP)  (1000 t),Transformacija,2018,3.428
Utekočinjen naftni plin (UNP)  (1000 t),Uvoz,2018,94.191
Uvoženi lignit (1000 t),Izvoz,2018,
Uvoženi lignit (1000 t),Končna poraba - drugi porabniki,2018,
Uvoženi lignit (1000 t),Končna poraba - energetski sektor,2018,
Uvoženi lignit (1000 t),Končna poraba - gospodinjstva,2018,
Uvoženi lignit (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2018,
Uvoženi lignit (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2018,
Uvoženi lignit (1000 t),Končna poraba - promet,2018,
Uvoženi lignit (1000 t),"Končna poraba - promet, od tega železniški",2018,
Uvoženi lignit (1000 t),Končna poraba - skupaj,2018,
Uvoženi lignit (1000 t),Kurilnost,2018,
Uvoženi lignit (1000 t),Medn. pomorska skladišča,2018,
Uvoženi lignit (1000 t),Neenergetska raba,2018,
Uvoženi lignit (1000 t),Oskrba - skupaj,2018,
Uvoženi lignit (1000 t),Proizvodnja,2018,
Uvoženi lignit (1000 t),Sprememba zalog,2018,
Uvoženi lignit (1000 t),Transformacija,2018,
Uvoženi lignit (1000 t),Uvoz,2018,
Uvoženi rjavi premog (1000 t),Izvoz,2018,
Uvoženi rjavi premog (1000 t),Končna poraba - drugi porabniki,2018,
Uvoženi rjavi premog (1000 t),Končna poraba - energetski sektor,2018,
Uvoženi rjavi premog (1000 t),Končna poraba - gospodinjstva,2018,0.170
Uvoženi rjavi premog (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2018,
Uvoženi rjavi premog (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2018,48.822
Uvoženi rjavi premog (1000 t),Končna poraba - promet,2018,0.393
Uvoženi rjavi premog (1000 t),"Končna poraba - promet, od tega železniški",2018,0.393
Uvoženi rjavi premog (1000 t),Končna poraba - skupaj,2018,49.385
Uvoženi rjavi premog (1000 t),Kurilnost,2018,18901.000
Uvoženi rjavi premog (1000 t),Medn. pomorska skladišča,2018,
Uvoženi rjavi premog (1000 t),Neenergetska raba,2018,
Uvoženi rjavi premog (1000 t),Oskrba - skupaj,2018,419.327
Uvoženi rjavi premog (1000 t),Proizvodnja,2018,
Uvoženi rjavi premog (1000 t),Sprememba zalog,2018,8.708
Uvoženi rjavi premog (1000 t),Transformacija,2018,369.942
Uvoženi rjavi premog (1000 t),Uvoz,2018,410.619
White spirit (1000 t),Izvoz,2018,-0.045
White spirit (1000 t),Končna poraba - drugi porabniki,2018,
White spirit (1000 t),Končna poraba - energetski sektor,2018,
White spirit (1000 t),Končna poraba - gospodinjstva,2018,
White spirit (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2018,
White spirit (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2018,
White spirit (1000 t),Končna poraba - promet,2018,
White spirit (1000 t),"Končna poraba - promet, od tega železniški",2018,
White spirit (1000 t),Končna poraba - skupaj,2018,2.173
White spirit (1000 t),Kurilnost,2018,43600.000
White spirit (1000 t),Medn. pomorska skladišča,2018,
White spirit (1000 t),Neenergetska raba,2018,2.173
White spirit (1000 t),Oskrba - skupaj,2018,2.173
White spirit (1000 t),Proizvodnja,2018,
White spirit (1000 t),Sprememba zalog,2018,-0.044
White spirit (1000 t),Transformacija,2018,
White spirit (1000 t),Uvoz,2018,2.262
Zemeljski plin (mio Sm3),Izvoz,2018,-11.021
Zemeljski plin (mio Sm3),Končna poraba - drugi porabniki,2018,32.235
Zemeljski plin (mio Sm3),Končna poraba - energetski sektor,2018,1.023
Zemeljski plin (mio Sm3),Končna poraba - gospodinjstva,2018,136.279
Zemeljski plin (mio Sm3),Končna poraba - kmetijstvo in gozdarstvo,2018,
Zemeljski plin (mio Sm3),Končna poraba - predelovalne dejavnosti in gradbeništvo,2018,561.380
Zemeljski plin (mio Sm3),Končna poraba - promet,2018,4.102
Zemeljski plin (mio Sm3),"Končna poraba - promet, od tega železniški",2018,
Zemeljski plin (mio Sm3),Končna poraba - skupaj,2018,742.010
Zemeljski plin (mio Sm3),Kurilnost,2018,34076.000
Zemeljski plin (mio Sm3),Medn. pomorska skladišča,2018,
Zemeljski plin (mio Sm3),Neenergetska raba,2018,6.991
Zemeljski plin (mio Sm3),Oskrba - skupaj,2018,890.206
Zemeljski plin (mio Sm3),Proizvodnja,2018,16.027
Zemeljski plin (mio Sm3),Sprememba zalog,2018,
Zemeljski plin (mio Sm3),Transformacija,2018,148.196
Zemeljski plin (mio Sm3),Uvoz,2018,885.200
Črni premog in antracit (1000 t),Izvoz,2018,-2.535
Črni premog in antracit (1000 t),Končna poraba - drugi porabniki,2018,
Črni premog in antracit (1000 t),Končna poraba - energetski sektor,2018,
Črni premog in antracit (1000 t),Končna poraba - gospodinjstva,2018,
Črni premog in antracit (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2018,
Črni premog in antracit (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2018,2.339
Črni premog in antracit (1000 t),Končna poraba - promet,2018,
Črni premog in antracit (1000 t),"Končna poraba - promet, od tega železniški",2018,
Črni premog in antracit (1000 t),Končna poraba - skupaj,2018,6.532
Črni premog in antracit (1000 t),Kurilnost,2018,27347.000
Črni premog in antracit (1000 t),Medn. pomorska skladišča,2018,
Črni premog in antracit (1000 t),Neenergetska raba,2018,4.193
Črni premog in antracit (1000 t),Oskrba - skupaj,2018,11.212
Črni premog in antracit (1000 t),Proizvodnja,2018,
Črni premog in antracit (1000 t),Sprememba zalog,2018,1.077
Črni premog in antracit (1000 t),Transformacija,2018,4.680
Črni premog in antracit (1000 t),Uvoz,2018,12.670
Biobencin (1000 t),Izvoz,2019,
Biobencin (1000 t),Končna poraba - drugi porabniki,2019,
Biobencin (1000 t),Končna poraba - energetski sektor,2019,
Biobencin (1000 t),Končna poraba - gospodinjstva,2019,
Biobencin (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2019,
Biobencin (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2019,
Biobencin (1000 t),Končna poraba - promet,2019,6.708
Biobencin (1000 t),"Končna poraba - promet, od tega železniški",2019,
Biobencin (1000 t),Končna poraba - skupaj,2019,6.708
Biobencin (1000 t),Kurilnost,2019,26449.000
Biobencin (1000 t),Medn. pomorska skladišča,2019,
Biobencin (1000 t),Neenergetska raba,2019,
Biobencin (1000 t),Oskrba - skupaj,2019,6.708
Biobencin (1000 t),Proizvodnja,2019,
Biobencin (1000 t),Sprememba zalog,2019,0.000
Biobencin (1000 t),Transformacija,2019,
Biobencin (1000 t),Uvoz,2019,6.708
Biodizelsko gorivo (1000 t),Izvoz,2019,-37.610
Biodizelsko gorivo (1000 t),Končna poraba - drugi porabniki,2019,
Biodizelsko gorivo (1000 t),Končna poraba - energetski sektor,2019,
Biodizelsko gorivo (1000 t),Končna poraba - gospodinjstva,2019,
Biodizelsko gorivo (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2019,
Biodizelsko gorivo (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2019,
Biodizelsko gorivo (1000 t),Končna poraba - promet,2019,102.064
Biodizelsko gorivo (1000 t),"Končna poraba - promet, od tega železniški",2019,
Biodizelsko gorivo (1000 t),Končna poraba - skupaj,2019,102.064
Biodizelsko gorivo (1000 t),Kurilnost,2019,37263.000
Biodizelsko gorivo (1000 t),Medn. pomorska skladišča,2019,
Biodizelsko gorivo (1000 t),Neenergetska raba,2019,
Biodizelsko gorivo (1000 t),Oskrba - skupaj,2019,103.361
Biodizelsko gorivo (1000 t),Proizvodnja,2019,
Biodizelsko gorivo (1000 t),Sprememba zalog,2019,6.839
Biodizelsko gorivo (1000 t),Transformacija,2019,1.297
Biodizelsko gorivo (1000 t),Uvoz,2019,134.132
Dizelsko gorivo (1000 t),Izvoz,2019,-1521.725
Dizelsko gorivo (1000 t),Končna poraba - drugi porabniki,2019,
Dizelsko gorivo (1000 t),Končna poraba - energetski sektor,2019,0.585
Dizelsko gorivo (1000 t),Končna poraba - gospodinjstva,2019,
Dizelsko gorivo (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2019,63.649
Dizelsko gorivo (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2019,27.533
Dizelsko gorivo (1000 t),Končna poraba - promet,2019,1360.943
Dizelsko gorivo (1000 t),"Končna poraba - promet, od tega železniški",2019,7.278
Dizelsko gorivo (1000 t),Končna poraba - skupaj,2019,1452.710
Dizelsko gorivo (1000 t),Kurilnost,2019,42600.000
Dizelsko gorivo (1000 t),Medn. pomorska skladišča,2019,-28.250
Dizelsko gorivo (1000 t),Neenergetska raba,2019,
Dizelsko gorivo (1000 t),Oskrba - skupaj,2019,1452.710
Dizelsko gorivo (1000 t),Proizvodnja,2019,
Dizelsko gorivo (1000 t),Sprememba zalog,2019,-20.984
Dizelsko gorivo (1000 t),Transformacija,2019,
Dizelsko gorivo (1000 t),Uvoz,2019,3023.669
Domači lignit (1000 t),Izvoz,2019,
Domači lignit (1000 t),Končna poraba - drugi porabniki,2019,
Domači lignit (1000 t),Končna poraba - energetski sektor,2019,
Domači lignit (1000 t),Končna poraba - gospodinjstva,2019,
Domači lignit (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2019,
Domači lignit (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2019,
Domači lignit (1000 t),Končna poraba - promet,2019,
Domači lignit (1000 t),"Končna poraba - promet, od tega železniški",2019,
Domači lignit (1000 t),Končna poraba - skupaj,2019,
Domači lignit (1000 t),Kurilnost,2019,11874.000
Domači lignit (1000 t),Medn. pomorska skladišča,2019,
Domači lignit (1000 t),Neenergetska raba,2019,
Domači lignit (1000 t),Oskrba - skupaj,2019,3123.188
Domači lignit (1000 t),Proizvodnja,2019,3142.811
Domači lignit (1000 t),Sprememba zalog,2019,-19.623
Domači lignit (1000 t),Transformacija,2019,3123.188
Domači lignit (1000 t),Uvoz,2019,
Domači rjavi premog (1000 t),Izvoz,2019,
Domači rjavi premog (1000 t),Končna poraba - drugi porabniki,2019,
Domači rjavi premog (1000 t),Končna poraba - energetski sektor,2019,
Domači rjavi premog (1000 t),Končna poraba - gospodinjstva,2019,
Domači rjavi premog (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2019,
Domači rjavi premog (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2019,
Domači rjavi premog (1000 t),Končna poraba - promet,2019,
Domači rjavi premog (1000 t),"Končna poraba - promet, od tega železniški",2019,
Domači rjavi premog (1000 t),Končna poraba - skupaj,2019,
Domači rjavi premog (1000 t),Kurilnost,2019,
Domači rjavi premog (1000 t),Medn. pomorska skladišča,2019,
Domači rjavi premog (1000 t),Neenergetska raba,2019,
Domači rjavi premog (1000 t),Oskrba - skupaj,2019,
Domači rjavi premog (1000 t),Proizvodnja,2019,
Domači rjavi premog (1000 t),Sprememba zalog,2019,
Domači rjavi premog (1000 t),Transformacija,2019,
Domači rjavi premog (1000 t),Uvoz,2019,
Ekstra lahko kurilno olje (1000 t),Izvoz,2019,-85.921
Ekstra lahko kurilno olje (1000 t),Končna poraba - drugi porabniki,2019,59.570
Ekstra lahko kurilno olje (1000 t),Končna poraba - energetski sektor,2019,0.076
Ekstra lahko kurilno olje (1000 t),Končna poraba - gospodinjstva,2019,96.147
Ekstra lahko kurilno olje (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2019,
Ekstra lahko kurilno olje (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2019,14.878
Ekstra lahko kurilno olje (1000 t),Končna poraba - promet,2019,
Ekstra lahko kurilno olje (1000 t),"Končna poraba - promet, od tega železniški",2019,
Ekstra lahko kurilno olje (1000 t),Končna poraba - skupaj,2019,170.684
Ekstra lahko kurilno olje (1000 t),Kurilnost,2019,42600.000
Ekstra lahko kurilno olje (1000 t),Medn. pomorska skladišča,2019,
Ekstra lahko kurilno olje (1000 t),Neenergetska raba,2019,0.013
Ekstra lahko kurilno olje (1000 t),Oskrba - skupaj,2019,172.699
Ekstra lahko kurilno olje (1000 t),Proizvodnja,2019,
Ekstra lahko kurilno olje (1000 t),Sprememba zalog,2019,2.677
Ekstra lahko kurilno olje (1000 t),Transformacija,2019,2.015
Ekstra lahko kurilno olje (1000 t),Uvoz,2019,255.943
Koks (1000 t),Izvoz,2019,
Koks (1000 t),Končna poraba - drugi porabniki,2019,
Koks (1000 t),Končna poraba - energetski sektor,2019,
Koks (1000 t),Končna poraba - gospodinjstva,2019,
Koks (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2019,
Koks (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2019,24.015
Koks (1000 t),Končna poraba - promet,2019,
Koks (1000 t),"Končna poraba - promet, od tega železniški",2019,
Koks (1000 t),Končna poraba - skupaj,2019,30.487
Koks (1000 t),Kurilnost,2019,29721.000
Koks (1000 t),Medn. pomorska skladišča,2019,
Koks (1000 t),Neenergetska raba,2019,6.472
Koks (1000 t),Oskrba - skupaj,2019,30.487
Koks (1000 t),Proizvodnja,2019,
Koks (1000 t),Sprememba zalog,2019,-0.150
Koks (1000 t),Transformacija,2019,
Koks (1000 t),Uvoz,2019,30.637
Kurilno olje (1000 t),Izvoz,2019,-137.354
Kurilno olje (1000 t),Končna poraba - drugi porabniki,2019,
Kurilno olje (1000 t),Končna poraba - energetski sektor,2019,
Kurilno olje (1000 t),Končna poraba - gospodinjstva,2019,
Kurilno olje (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2019,
Kurilno olje (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2019,
Kurilno olje (1000 t),Končna poraba - promet,2019,
Kurilno olje (1000 t),"Končna poraba - promet, od tega železniški",2019,
Kurilno olje (1000 t),Končna poraba - skupaj,2019,
Kurilno olje (1000 t),Kurilnost,2019,39700.000
Kurilno olje (1000 t),Medn. pomorska skladišča,2019,-164.966
Kurilno olje (1000 t),Neenergetska raba,2019,
Kurilno olje (1000 t),Oskrba - skupaj,2019,
Kurilno olje (1000 t),Proizvodnja,2019,
Kurilno olje (1000 t),Sprememba zalog,2019,0.000
Kurilno olje (1000 t),Transformacija,2019,
Kurilno olje (1000 t),Uvoz,2019,302.320
Neosvinčen motorni bencin 95 (1000 t),Izvoz,2019,-256.227
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - drugi porabniki,2019,
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - energetski sektor,2019,
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - gospodinjstva,2019,
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2019,4.679
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2019,0.214
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - promet,2019,359.243
Neosvinčen motorni bencin 95 (1000 t),"Končna poraba - promet, od tega železniški",2019,
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - skupaj,2019,364.136
Neosvinčen motorni bencin 95 (1000 t),Kurilnost,2019,43850.000
Neosvinčen motorni bencin 95 (1000 t),Medn. pomorska skladišča,2019,
Neosvinčen motorni bencin 95 (1000 t),Neenergetska raba,2019,
Neosvinčen motorni bencin 95 (1000 t),Oskrba - skupaj,2019,364.136
Neosvinčen motorni bencin 95 (1000 t),Proizvodnja,2019,
Neosvinčen motorni bencin 95 (1000 t),Sprememba zalog,2019,3.801
Neosvinčen motorni bencin 95 (1000 t),Transformacija,2019,
Neosvinčen motorni bencin 95 (1000 t),Uvoz,2019,616.562
Neosvinčen motorni bencin 98 (1000 t),Izvoz,2019,-4.023
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - drugi porabniki,2019,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - energetski sektor,2019,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - gospodinjstva,2019,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2019,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2019,0.012
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - promet,2019,29.997
Neosvinčen motorni bencin 98 (1000 t),"Končna poraba - promet, od tega železniški",2019,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - skupaj,2019,30.009
Neosvinčen motorni bencin 98 (1000 t),Kurilnost,2019,43850.000
Neosvinčen motorni bencin 98 (1000 t),Medn. pomorska skladišča,2019,
Neosvinčen motorni bencin 98 (1000 t),Neenergetska raba,2019,
Neosvinčen motorni bencin 98 (1000 t),Oskrba - skupaj,2019,30.009
Neosvinčen motorni bencin 98 (1000 t),Proizvodnja,2019,
Neosvinčen motorni bencin 98 (1000 t),Sprememba zalog,2019,-0.439
Neosvinčen motorni bencin 98 (1000 t),Transformacija,2019,
Neosvinčen motorni bencin 98 (1000 t),Uvoz,2019,34.471
Petrolejski koks (1000 t),Izvoz,2019,-2.925
Petrolejski koks (1000 t),Končna poraba - drugi porabniki,2019,
Petrolejski koks (1000 t),Končna poraba - energetski sektor,2019,
Petrolejski koks (1000 t),Končna poraba - gospodinjstva,2019,
Petrolejski koks (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2019,
Petrolejski koks (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2019,36.576
Petrolejski koks (1000 t),Končna poraba - promet,2019,
Petrolejski koks (1000 t),"Končna poraba - promet, od tega železniški",2019,
Petrolejski koks (1000 t),Končna poraba - skupaj,2019,67.620
Petrolejski koks (1000 t),Kurilnost,2019,32551.000
Petrolejski koks (1000 t),Medn. pomorska skladišča,2019,
Petrolejski koks (1000 t),Neenergetska raba,2019,31.044
Petrolejski koks (1000 t),Oskrba - skupaj,2019,67.620
Petrolejski koks (1000 t),Proizvodnja,2019,
