fuel,measured,year,data
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - skupaj,2004,83.000
Utekočinjen naftni plin (UNP)  (1000 t),Kurilnost,2004,46050.000
Utekočinjen naftni plin (UNP)  (1000 t),Medn. pomorska skladišča,2004,
Utekočinjen naftni plin (UNP)  (1000 t),Neenergetska raba,2004,
Utekočinjen naftni plin (UNP)  (1000 t),Oskrba - skupaj,2004,83.000
Utekočinjen naftni plin (UNP)  (1000 t),Proizvodnja,2004,
Utekočinjen naftni plin (UNP)  (1000 t),Sprememba zalog,2004,-3.000
Utekočinjen naftni plin (UNP)  (1000 t),Transformacija,2004,
Utekočinjen naftni plin (UNP)  (1000 t),Uvoz,2004,86.000
Uvoženi lignit (1000 t),Izvoz,2004,
Uvoženi lignit (1000 t),Končna poraba - drugi porabniki,2004,
Uvoženi lignit (1000 t),Končna poraba - energetski sektor,2004,
Uvoženi lignit (1000 t),Končna poraba - gospodinjstva,2004,
Uvoženi lignit (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2004,
Uvoženi lignit (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2004,
Uvoženi lignit (1000 t),Končna poraba - promet,2004,
Uvoženi lignit (1000 t),"Končna poraba - promet, od tega železniški",2004,
Uvoženi lignit (1000 t),Končna poraba - skupaj,2004,
Uvoženi lignit (1000 t),Kurilnost,2004,
Uvoženi lignit (1000 t),Medn. pomorska skladišča,2004,
Uvoženi lignit (1000 t),Neenergetska raba,2004,
Uvoženi lignit (1000 t),Oskrba - skupaj,2004,
Uvoženi lignit (1000 t),Proizvodnja,2004,
Uvoženi lignit (1000 t),Sprememba zalog,2004,
Uvoženi lignit (1000 t),Transformacija,2004,
Uvoženi lignit (1000 t),Uvoz,2004,
Uvoženi rjavi premog (1000 t),Izvoz,2004,-49.000
Uvoženi rjavi premog (1000 t),Končna poraba - drugi porabniki,2004,
Uvoženi rjavi premog (1000 t),Končna poraba - energetski sektor,2004,
Uvoženi rjavi premog (1000 t),Končna poraba - gospodinjstva,2004,0.000
Uvoženi rjavi premog (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2004,
Uvoženi rjavi premog (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2004,70.000
Uvoženi rjavi premog (1000 t),Končna poraba - promet,2004,0.000
Uvoženi rjavi premog (1000 t),"Končna poraba - promet, od tega železniški",2004,0.000
Uvoženi rjavi premog (1000 t),Končna poraba - skupaj,2004,70.000
Uvoženi rjavi premog (1000 t),Kurilnost,2004,20612.000
Uvoženi rjavi premog (1000 t),Medn. pomorska skladišča,2004,
Uvoženi rjavi premog (1000 t),Neenergetska raba,2004,
Uvoženi rjavi premog (1000 t),Oskrba - skupaj,2004,549.000
Uvoženi rjavi premog (1000 t),Proizvodnja,2004,
Uvoženi rjavi premog (1000 t),Sprememba zalog,2004,14.000
Uvoženi rjavi premog (1000 t),Transformacija,2004,479.000
Uvoženi rjavi premog (1000 t),Uvoz,2004,584.000
White spirit (1000 t),Izvoz,2004,-1.000
White spirit (1000 t),Končna poraba - drugi porabniki,2004,
White spirit (1000 t),Končna poraba - energetski sektor,2004,
White spirit (1000 t),Končna poraba - gospodinjstva,2004,
White spirit (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2004,
White spirit (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2004,
White spirit (1000 t),Končna poraba - promet,2004,
White spirit (1000 t),"Končna poraba - promet, od tega železniški",2004,
White spirit (1000 t),Končna poraba - skupaj,2004,8.000
White spirit (1000 t),Kurilnost,2004,43600.000
White spirit (1000 t),Medn. pomorska skladišča,2004,
White spirit (1000 t),Neenergetska raba,2004,8.000
White spirit (1000 t),Oskrba - skupaj,2004,8.000
White spirit (1000 t),Proizvodnja,2004,
White spirit (1000 t),Sprememba zalog,2004,1.000
White spirit (1000 t),Transformacija,2004,
White spirit (1000 t),Uvoz,2004,8.000
Zemeljski plin (mio Sm3),Izvoz,2004,
Zemeljski plin (mio Sm3),Končna poraba - drugi porabniki,2004,68.000
Zemeljski plin (mio Sm3),Končna poraba - energetski sektor,2004,5.000
Zemeljski plin (mio Sm3),Končna poraba - gospodinjstva,2004,112.000
Zemeljski plin (mio Sm3),Končna poraba - kmetijstvo in gozdarstvo,2004,
Zemeljski plin (mio Sm3),Končna poraba - predelovalne dejavnosti in gradbeništvo,2004,628.000
Zemeljski plin (mio Sm3),Končna poraba - promet,2004,
Zemeljski plin (mio Sm3),"Končna poraba - promet, od tega železniški",2004,
Zemeljski plin (mio Sm3),Končna poraba - skupaj,2004,949.000
Zemeljski plin (mio Sm3),Kurilnost,2004,34076.000
Zemeljski plin (mio Sm3),Medn. pomorska skladišča,2004,
Zemeljski plin (mio Sm3),Neenergetska raba,2004,136.000
Zemeljski plin (mio Sm3),Oskrba - skupaj,2004,1104.000
Zemeljski plin (mio Sm3),Proizvodnja,2004,5.000
Zemeljski plin (mio Sm3),Sprememba zalog,2004,
Zemeljski plin (mio Sm3),Transformacija,2004,155.000
Zemeljski plin (mio Sm3),Uvoz,2004,1099.000
Črni premog in antracit (1000 t),Izvoz,2004,
Črni premog in antracit (1000 t),Končna poraba - drugi porabniki,2004,
Črni premog in antracit (1000 t),Končna poraba - energetski sektor,2004,
Črni premog in antracit (1000 t),Končna poraba - gospodinjstva,2004,
Črni premog in antracit (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2004,
Črni premog in antracit (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2004,32.000
Črni premog in antracit (1000 t),Končna poraba - promet,2004,
Črni premog in antracit (1000 t),"Končna poraba - promet, od tega železniški",2004,
Črni premog in antracit (1000 t),Končna poraba - skupaj,2004,45.000
Črni premog in antracit (1000 t),Kurilnost,2004,29097.000
Črni premog in antracit (1000 t),Medn. pomorska skladišča,2004,
Črni premog in antracit (1000 t),Neenergetska raba,2004,13.000
Črni premog in antracit (1000 t),Oskrba - skupaj,2004,45.000
Črni premog in antracit (1000 t),Proizvodnja,2004,
Črni premog in antracit (1000 t),Sprememba zalog,2004,7.000
Črni premog in antracit (1000 t),Transformacija,2004,
Črni premog in antracit (1000 t),Uvoz,2004,38.000
Biobencin (1000 t),Izvoz,2005,
Biobencin (1000 t),Končna poraba - drugi porabniki,2005,
Biobencin (1000 t),Končna poraba - energetski sektor,2005,
Biobencin (1000 t),Končna poraba - gospodinjstva,2005,
Biobencin (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2005,
Biobencin (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2005,
Biobencin (1000 t),Končna poraba - promet,2005,
Biobencin (1000 t),"Končna poraba - promet, od tega železniški",2005,
Biobencin (1000 t),Končna poraba - skupaj,2005,
Biobencin (1000 t),Kurilnost,2005,
Biobencin (1000 t),Medn. pomorska skladišča,2005,
Biobencin (1000 t),Neenergetska raba,2005,
Biobencin (1000 t),Oskrba - skupaj,2005,
Biobencin (1000 t),Proizvodnja,2005,
Biobencin (1000 t),Sprememba zalog,2005,
Biobencin (1000 t),Transformacija,2005,
Biobencin (1000 t),Uvoz,2005,
Biodizelsko gorivo (1000 t),Izvoz,2005,
Biodizelsko gorivo (1000 t),Končna poraba - drugi porabniki,2005,
Biodizelsko gorivo (1000 t),Končna poraba - energetski sektor,2005,
Biodizelsko gorivo (1000 t),Končna poraba - gospodinjstva,2005,
Biodizelsko gorivo (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2005,
Biodizelsko gorivo (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2005,
Biodizelsko gorivo (1000 t),Končna poraba - promet,2005,
Biodizelsko gorivo (1000 t),"Končna poraba - promet, od tega železniški",2005,
Biodizelsko gorivo (1000 t),Končna poraba - skupaj,2005,
Biodizelsko gorivo (1000 t),Kurilnost,2005,
Biodizelsko gorivo (1000 t),Medn. pomorska skladišča,2005,
Biodizelsko gorivo (1000 t),Neenergetska raba,2005,
Biodizelsko gorivo (1000 t),Oskrba - skupaj,2005,
Biodizelsko gorivo (1000 t),Proizvodnja,2005,
Biodizelsko gorivo (1000 t),Sprememba zalog,2005,
Biodizelsko gorivo (1000 t),Transformacija,2005,
Biodizelsko gorivo (1000 t),Uvoz,2005,
Dizelsko gorivo (1000 t),Izvoz,2005,-132.000
Dizelsko gorivo (1000 t),Končna poraba - drugi porabniki,2005,
Dizelsko gorivo (1000 t),Končna poraba - energetski sektor,2005,
Dizelsko gorivo (1000 t),Končna poraba - gospodinjstva,2005,
Dizelsko gorivo (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2005,69.000
Dizelsko gorivo (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2005,41.000
Dizelsko gorivo (1000 t),Končna poraba - promet,2005,736.000
Dizelsko gorivo (1000 t),"Končna poraba - promet, od tega železniški",2005,12.000
Dizelsko gorivo (1000 t),Končna poraba - skupaj,2005,846.000
Dizelsko gorivo (1000 t),Kurilnost,2005,42600.000
Dizelsko gorivo (1000 t),Medn. pomorska skladišča,2005,
Dizelsko gorivo (1000 t),Neenergetska raba,2005,
Dizelsko gorivo (1000 t),Oskrba - skupaj,2005,846.000
Dizelsko gorivo (1000 t),Proizvodnja,2005,
Dizelsko gorivo (1000 t),Sprememba zalog,2005,-3.000
Dizelsko gorivo (1000 t),Transformacija,2005,
Dizelsko gorivo (1000 t),Uvoz,2005,981.000
Domači lignit (1000 t),Izvoz,2005,
Domači lignit (1000 t),Končna poraba - drugi porabniki,2005,
Domači lignit (1000 t),Končna poraba - energetski sektor,2005,
Domači lignit (1000 t),Končna poraba - gospodinjstva,2005,
Domači lignit (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2005,
Domači lignit (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2005,
Domači lignit (1000 t),Končna poraba - promet,2005,
Domači lignit (1000 t),"Končna poraba - promet, od tega železniški",2005,
Domači lignit (1000 t),Končna poraba - skupaj,2005,
Domači lignit (1000 t),Kurilnost,2005,10848.000
Domači lignit (1000 t),Medn. pomorska skladišča,2005,
Domači lignit (1000 t),Neenergetska raba,2005,
Domači lignit (1000 t),Oskrba - skupaj,2005,4014.000
Domači lignit (1000 t),Proizvodnja,2005,3945.000
Domači lignit (1000 t),Sprememba zalog,2005,69.000
Domači lignit (1000 t),Transformacija,2005,4014.000
Domači lignit (1000 t),Uvoz,2005,
Domači rjavi premog (1000 t),Izvoz,2005,
Domači rjavi premog (1000 t),Končna poraba - drugi porabniki,2005,
Domači rjavi premog (1000 t),Končna poraba - energetski sektor,2005,
Domači rjavi premog (1000 t),Končna poraba - gospodinjstva,2005,
Domači rjavi premog (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2005,
Domači rjavi premog (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2005,
Domači rjavi premog (1000 t),Končna poraba - promet,2005,
Domači rjavi premog (1000 t),"Končna poraba - promet, od tega železniški",2005,
Domači rjavi premog (1000 t),Končna poraba - skupaj,2005,
Domači rjavi premog (1000 t),Kurilnost,2005,12003.000
Domači rjavi premog (1000 t),Medn. pomorska skladišča,2005,
Domači rjavi premog (1000 t),Neenergetska raba,2005,
Domači rjavi premog (1000 t),Oskrba - skupaj,2005,566.000
Domači rjavi premog (1000 t),Proizvodnja,2005,595.000
Domači rjavi premog (1000 t),Sprememba zalog,2005,-29.000
Domači rjavi premog (1000 t),Transformacija,2005,566.000
Domači rjavi premog (1000 t),Uvoz,2005,
Ekstra lahko kurilno olje (1000 t),Izvoz,2005,-9.000
Ekstra lahko kurilno olje (1000 t),Končna poraba - drugi porabniki,2005,208.000
Ekstra lahko kurilno olje (1000 t),Končna poraba - energetski sektor,2005,
Ekstra lahko kurilno olje (1000 t),Končna poraba - gospodinjstva,2005,345.000
Ekstra lahko kurilno olje (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2005,
Ekstra lahko kurilno olje (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2005,70.000
Ekstra lahko kurilno olje (1000 t),Končna poraba - promet,2005,
Ekstra lahko kurilno olje (1000 t),"Končna poraba - promet, od tega železniški",2005,
Ekstra lahko kurilno olje (1000 t),Končna poraba - skupaj,2005,624.000
Ekstra lahko kurilno olje (1000 t),Kurilnost,2005,42600.000
Ekstra lahko kurilno olje (1000 t),Medn. pomorska skladišča,2005,
Ekstra lahko kurilno olje (1000 t),Neenergetska raba,2005,1.000
Ekstra lahko kurilno olje (1000 t),Oskrba - skupaj,2005,630.000
Ekstra lahko kurilno olje (1000 t),Proizvodnja,2005,
Ekstra lahko kurilno olje (1000 t),Sprememba zalog,2005,-21.000
Ekstra lahko kurilno olje (1000 t),Transformacija,2005,6.000
Ekstra lahko kurilno olje (1000 t),Uvoz,2005,660.000
Koks (1000 t),Izvoz,2005,
Koks (1000 t),Končna poraba - drugi porabniki,2005,
Koks (1000 t),Končna poraba - energetski sektor,2005,
Koks (1000 t),Končna poraba - gospodinjstva,2005,
Koks (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2005,
Koks (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2005,31.000
Koks (1000 t),Končna poraba - promet,2005,
Koks (1000 t),"Končna poraba - promet, od tega železniški",2005,
Koks (1000 t),Končna poraba - skupaj,2005,59.000
Koks (1000 t),Kurilnost,2005,30723.000
Koks (1000 t),Medn. pomorska skladišča,2005,
Koks (1000 t),Neenergetska raba,2005,28.000
Koks (1000 t),Oskrba - skupaj,2005,59.000
Koks (1000 t),Proizvodnja,2005,
Koks (1000 t),Sprememba zalog,2005,3.000
Koks (1000 t),Transformacija,2005,
Koks (1000 t),Uvoz,2005,56.000
Kurilno olje (1000 t),Izvoz,2005,0.000
Kurilno olje (1000 t),Končna poraba - drugi porabniki,2005,
Kurilno olje (1000 t),Končna poraba - energetski sektor,2005,
Kurilno olje (1000 t),Končna poraba - gospodinjstva,2005,
Kurilno olje (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2005,
Kurilno olje (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2005,44.000
Kurilno olje (1000 t),Končna poraba - promet,2005,
Kurilno olje (1000 t),"Končna poraba - promet, od tega železniški",2005,
Kurilno olje (1000 t),Končna poraba - skupaj,2005,44.000
Kurilno olje (1000 t),Kurilnost,2005,39700.000
Kurilno olje (1000 t),Medn. pomorska skladišča,2005,-22.000
Kurilno olje (1000 t),Neenergetska raba,2005,
Kurilno olje (1000 t),Oskrba - skupaj,2005,52.000
Kurilno olje (1000 t),Proizvodnja,2005,
Kurilno olje (1000 t),Sprememba zalog,2005,3.000
Kurilno olje (1000 t),Transformacija,2005,8.000
Kurilno olje (1000 t),Uvoz,2005,71.000
Neosvinčen motorni bencin 95 (1000 t),Izvoz,2005,-59.000
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - drugi porabniki,2005,
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - energetski sektor,2005,
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - gospodinjstva,2005,
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2005,4.000
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2005,2.000
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - promet,2005,612.000
Neosvinčen motorni bencin 95 (1000 t),"Končna poraba - promet, od tega železniški",2005,
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - skupaj,2005,618.000
Neosvinčen motorni bencin 95 (1000 t),Kurilnost,2005,43850.000
Neosvinčen motorni bencin 95 (1000 t),Medn. pomorska skladišča,2005,
Neosvinčen motorni bencin 95 (1000 t),Neenergetska raba,2005,
Neosvinčen motorni bencin 95 (1000 t),Oskrba - skupaj,2005,618.000
Neosvinčen motorni bencin 95 (1000 t),Proizvodnja,2005,
Neosvinčen motorni bencin 95 (1000 t),Sprememba zalog,2005,-11.000
Neosvinčen motorni bencin 95 (1000 t),Transformacija,2005,
Neosvinčen motorni bencin 95 (1000 t),Uvoz,2005,688.000
Neosvinčen motorni bencin 98 (1000 t),Izvoz,2005,0.000
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - drugi porabniki,2005,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - energetski sektor,2005,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - gospodinjstva,2005,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2005,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2005,0.000
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - promet,2005,39.000
Neosvinčen motorni bencin 98 (1000 t),"Končna poraba - promet, od tega železniški",2005,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - skupaj,2005,39.000
Neosvinčen motorni bencin 98 (1000 t),Kurilnost,2005,43850.000
Neosvinčen motorni bencin 98 (1000 t),Medn. pomorska skladišča,2005,
Neosvinčen motorni bencin 98 (1000 t),Neenergetska raba,2005,
Neosvinčen motorni bencin 98 (1000 t),Oskrba - skupaj,2005,39.000
Neosvinčen motorni bencin 98 (1000 t),Proizvodnja,2005,
Neosvinčen motorni bencin 98 (1000 t),Sprememba zalog,2005,0.000
Neosvinčen motorni bencin 98 (1000 t),Transformacija,2005,
Neosvinčen motorni bencin 98 (1000 t),Uvoz,2005,39.000
Petrolejski koks (1000 t),Izvoz,2005,0.000
Petrolejski koks (1000 t),Končna poraba - drugi porabniki,2005,
Petrolejski koks (1000 t),Končna poraba - energetski sektor,2005,
Petrolejski koks (1000 t),Končna poraba - gospodinjstva,2005,
Petrolejski koks (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2005,
Petrolejski koks (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2005,47.000
Petrolejski koks (1000 t),Končna poraba - promet,2005,
Petrolejski koks (1000 t),"Končna poraba - promet, od tega železniški",2005,
Petrolejski koks (1000 t),Končna poraba - skupaj,2005,111.000
Petrolejski koks (1000 t),Kurilnost,2005,34086.000
Petrolejski koks (1000 t),Medn. pomorska skladišča,2005,
Petrolejski koks (1000 t),Neenergetska raba,2005,64.000
Petrolejski koks (1000 t),Oskrba - skupaj,2005,111.000
Petrolejski koks (1000 t),Proizvodnja,2005,
Petrolejski koks (1000 t),Sprememba zalog,2005,2.000
Petrolejski koks (1000 t),Transformacija,2005,
Petrolejski koks (1000 t),Uvoz,2005,109.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Izvoz,2005,0.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - drugi porabniki,2005,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - energetski sektor,2005,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - gospodinjstva,2005,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2005,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2005,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - promet,2005,22.000
Petrolejsko gorivo za reaktivne motorje (1000 t),"Končna poraba - promet, od tega železniški",2005,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - skupaj,2005,22.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Kurilnost,2005,43540.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Medn. pomorska skladišča,2005,
Petrolejsko gorivo za reaktivne motorje (1000 t),Neenergetska raba,2005,
Petrolejsko gorivo za reaktivne motorje (1000 t),Oskrba - skupaj,2005,22.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Proizvodnja,2005,
Petrolejsko gorivo za reaktivne motorje (1000 t),Sprememba zalog,2005,1.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Transformacija,2005,
Petrolejsko gorivo za reaktivne motorje (1000 t),Uvoz,2005,21.000
Utekočinjen naftni plin (UNP)  (1000 t),Izvoz,2005,0.000
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - drugi porabniki,2005,19.000
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - energetski sektor,2005,
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - gospodinjstva,2005,45.000
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2005,
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2005,25.000
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - promet,2005,
Utekočinjen naftni plin (UNP)  (1000 t),"Končna poraba - promet, od tega železniški",2005,
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - skupaj,2005,89.000
