supply_and_consumption,year,energy_source,data
Končna poraba-Gospodinjstva,2014,Hidro energija,
Končna poraba-Gospodinjstva,2014,Naftni proizvodi,6223.671450000001
Končna poraba-Gospodinjstva,2014,Nuklearna energija,
Končna poraba-Gospodinjstva,2014,Obnovljivi viri in odpadki,19123.717
Končna poraba-Gospodinjstva,2014,Surova nafta,
Končna poraba-Gospodinjstva,2014,Toplota,2797.897
Končna poraba-Gospodinjstva,2014,Trdna goriva,9.04
Končna poraba-Gospodinjstva,2014,Zemeljski plin,3708.38112
Končna poraba-Kmetijstvo in gozdarstvo,2014,Električna energija,0
Končna poraba-Kmetijstvo in gozdarstvo,2014,Energetski viri-SKUPAJ,3151.15205
Končna poraba-Kmetijstvo in gozdarstvo,2014,"Geoterm., sončna itd.",164
Končna poraba-Kmetijstvo in gozdarstvo,2014,Hidro energija,
Končna poraba-Kmetijstvo in gozdarstvo,2014,Naftni proizvodi,2987.15205
Končna poraba-Kmetijstvo in gozdarstvo,2014,Nuklearna energija,
Končna poraba-Kmetijstvo in gozdarstvo,2014,Obnovljivi viri in odpadki,0
Končna poraba-Kmetijstvo in gozdarstvo,2014,Surova nafta,
Končna poraba-Kmetijstvo in gozdarstvo,2014,Toplota,0
Končna poraba-Kmetijstvo in gozdarstvo,2014,Trdna goriva,0
Končna poraba-Kmetijstvo in gozdarstvo,2014,Zemeljski plin,0
Končna poraba-Neenergetska raba,2014,Električna energija,
Končna poraba-Neenergetska raba,2014,Energetski viri-SKUPAJ,1919.528499
Končna poraba-Neenergetska raba,2014,"Geoterm., sončna itd.",
Končna poraba-Neenergetska raba,2014,Hidro energija,
Končna poraba-Neenergetska raba,2014,Naftni proizvodi,1430.211399
Končna poraba-Neenergetska raba,2014,Nuklearna energija,
Končna poraba-Neenergetska raba,2014,Obnovljivi viri in odpadki,
Končna poraba-Neenergetska raba,2014,Surova nafta,
Končna poraba-Neenergetska raba,2014,Toplota,
Končna poraba-Neenergetska raba,2014,Trdna goriva,301.7067
Končna poraba-Neenergetska raba,2014,Zemeljski plin,187.6104
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2014,Električna energija,21806.0136
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2014,Energetski viri-SKUPAJ,51417.248375
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2014,"Geoterm., sončna itd.",0
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2014,Hidro energija,
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2014,Naftni proizvodi,4535.18617
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2014,Nuklearna energija,
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2014,Obnovljivi viri in odpadki,4760.722
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2014,Surova nafta,
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2014,Toplota,2032.436
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2014,Trdna goriva,1884.855565
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2014,Zemeljski plin,16398.03504
Končna poraba-Promet,2014,Električna energija,490.1976
Končna poraba-Promet,2014,Energetski viri-SKUPAJ,76140.64623500002
Končna poraba-Promet,2014,"Geoterm., sončna itd.",
Končna poraba-Promet,2014,Hidro energija,
Končna poraba-Promet,2014,Naftni proizvodi,73738.66269000001
Končna poraba-Promet,2014,Nuklearna energija,
Končna poraba-Promet,2014,Obnovljivi viri in odpadki,1857.463145
Končna poraba-Promet,2014,Surova nafta,
Končna poraba-Promet,2014,Toplota,
Končna poraba-Promet,2014,Trdna goriva,5.418000000000001
Končna poraba-Promet,2014,Zemeljski plin,48.9048
Lastna raba in izgube,2014,Električna energija,-7683.638400000001
Lastna raba in izgube,2014,Energetski viri-SKUPAJ,-9356.760400000001
Lastna raba in izgube,2014,"Geoterm., sončna itd.",
Lastna raba in izgube,2014,Hidro energija,
Lastna raba in izgube,2014,Naftni proizvodi,
Lastna raba in izgube,2014,Nuklearna energija,
Lastna raba in izgube,2014,Obnovljivi viri in odpadki,
Lastna raba in izgube,2014,Surova nafta,
Lastna raba in izgube,2014,Toplota,-1673.122
Lastna raba in izgube,2014,Trdna goriva,
Lastna raba in izgube,2014,Zemeljski plin,
Medn. pomorska skladiča,2014,Električna energija,
Medn. pomorska skladiča,2014,Energetski viri-SKUPAJ,-2305.1011
Medn. pomorska skladiča,2014,"Geoterm., sončna itd.",
Medn. pomorska skladiča,2014,Hidro energija,
Medn. pomorska skladiča,2014,Naftni proizvodi,-2305.1011
Medn. pomorska skladiča,2014,Nuklearna energija,
Medn. pomorska skladiča,2014,Obnovljivi viri in odpadki,0
Medn. pomorska skladiča,2014,Surova nafta,
Medn. pomorska skladiča,2014,Toplota,
Medn. pomorska skladiča,2014,Trdna goriva,
Medn. pomorska skladiča,2014,Zemeljski plin,
Oskrba z energijo,2014,Električna energija,-9872.64
Oskrba z energijo,2014,Energetski viri-SKUPAJ,276963.3869094545
Oskrba z energijo,2014,"Geoterm., sončna itd.",2925.4374
Oskrba z energijo,2014,Hidro energija,21929.598
Oskrba z energijo,2014,Naftni proizvodi,93211.74708799996
Oskrba z energijo,2014,Nuklearna energija,69486.89454545453
Oskrba z energijo,2014,Obnovljivi viri in odpadki,29128.322945
Oskrba z energijo,2014,Surova nafta,0.000000000000002
Oskrba z energijo,2014,Toplota,0
Oskrba z energijo,2014,Trdna goriva,43956.867251
Oskrba z energijo,2014,Zemeljski plin,26197.15968
Reklasifikacije,2014,Električna energija,
Reklasifikacije,2014,Energetski viri-SKUPAJ,
Reklasifikacije,2014,"Geoterm., sončna itd.",
Reklasifikacije,2014,Hidro energija,
Reklasifikacije,2014,Naftni proizvodi,
Reklasifikacije,2014,Nuklearna energija,
Reklasifikacije,2014,Obnovljivi viri in odpadki,
Reklasifikacije,2014,Surova nafta,
Reklasifikacije,2014,Toplota,
Reklasifikacije,2014,Trdna goriva,
Reklasifikacije,2014,Zemeljski plin,
Spremembe zalog,2014,Električna energija,
Spremembe zalog,2014,Energetski viri-SKUPAJ,2446.242755207738
Spremembe zalog,2014,"Geoterm., sončna itd.",
Spremembe zalog,2014,Hidro energija,
Spremembe zalog,2014,Naftni proizvodi,2194.597997000003
Spremembe zalog,2014,Nuklearna energija,
Spremembe zalog,2014,Obnovljivi viri in odpadki,8.819099999999999
Spremembe zalog,2014,Surova nafta,-1.118
Spremembe zalog,2014,Toplota,
Spremembe zalog,2014,Trdna goriva,243.9436582077356
Spremembe zalog,2014,Zemeljski plin,
Statistične razlike,2014,Električna energija,1.112400000019989
Statistične razlike,2014,Energetski viri-SKUPAJ,-153.032898000034
Statistične razlike,2014,"Geoterm., sončna itd.",0.006599999999708
Statistične razlike,2014,Hidro energija,0.003600000003644
Statistične razlike,2014,Naftni proizvodi,0.008078999948339
Statistične razlike,2014,Nuklearna energija,0
Statistične razlike,2014,Obnovljivi viri in odpadki,0
Statistične razlike,2014,Surova nafta,0.000000000000002
Statistične razlike,2014,Toplota,0
Statistične razlike,2014,Trdna goriva,-154.1635770000003
Statistične razlike,2014,Zemeljski plin,0
Transformacija-elektrarne-male HE,2014,Električna energija,424.3680000000001
Transformacija-elektrarne-male HE,2014,Energetski viri-SKUPAJ,0
Transformacija-elektrarne-male HE,2014,"Geoterm., sončna itd.",
Transformacija-elektrarne-male HE,2014,Hidro energija,-424.3680000000001
Transformacija-elektrarne-male HE,2014,Naftni proizvodi,
Transformacija-elektrarne-male HE,2014,Nuklearna energija,
Transformacija-elektrarne-male HE,2014,Obnovljivi viri in odpadki,
Transformacija-elektrarne-male HE,2014,Surova nafta,
Transformacija-elektrarne-male HE,2014,Toplota,
Transformacija-elektrarne-male HE,2014,Trdna goriva,
Transformacija-elektrarne-male HE,2014,Zemeljski plin,
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2014,Električna energija,45538.54200000001
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2014,Energetski viri-SKUPAJ,-46515.85452845452
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2014,"Geoterm., sončna itd.",-39.24
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2014,Hidro energija,-21108.7728
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2014,Naftni proizvodi,-102.5382
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2014,Nuklearna energija,-69486.89454545453
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2014,Obnovljivi viri in odpadki,-35.8668
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2014,Surova nafta,
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2014,Toplota,
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2014,Trdna goriva,-1205.971863
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2014,Zemeljski plin,-75.11232
Transformacija-elektrarne-samoproizvajalci,2014,Električna energija,1311.786
Transformacija-elektrarne-samoproizvajalci,2014,Energetski viri-SKUPAJ,-154.0951619999999
Transformacija-elektrarne-samoproizvajalci,2014,"Geoterm., sončna itd.",-900.4608
Transformacija-elektrarne-samoproizvajalci,2014,Hidro energija,-396.4536000000001
Transformacija-elektrarne-samoproizvajalci,2014,Naftni proizvodi,0
Transformacija-elektrarne-samoproizvajalci,2014,Nuklearna energija,
Transformacija-elektrarne-samoproizvajalci,2014,Obnovljivi viri in odpadki,-70.341
Transformacija-elektrarne-samoproizvajalci,2014,Surova nafta,
Transformacija-elektrarne-samoproizvajalci,2014,Toplota,
Transformacija-elektrarne-samoproizvajalci,2014,Trdna goriva,-98.625762
Transformacija-elektrarne-samoproizvajalci,2014,Zemeljski plin,0
Transformacija-elektrarne-skupaj,2014,Električna energija,47274.69600000001
Transformacija-elektrarne-skupaj,2014,Energetski viri-SKUPAJ,-46669.94969045452
Transformacija-elektrarne-skupaj,2014,"Geoterm., sončna itd.",-939.7008
Transformacija-elektrarne-skupaj,2014,Hidro energija,-21929.5944
Transformacija-elektrarne-skupaj,2014,Naftni proizvodi,-102.5382
